contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions
5482,Demetric Felton,demetric felton,NA,NA,27,NA,WAS,1,0.005459694855210215,301587301.5873016,1646574.6388729222,1.646574638872922
5482,Demetric Felton,demetric felton,NA,NA,27,NA,WAS,2,0.006731010935823743,301587301.5873016,2029987.4250897004,2.0299874250897005
5482,Demetric Felton,demetric felton,NA,NA,27,NA,WAS,3,0.010942191226856858,301587301.5873016,3300025.925560005,3.300025925560005
5482,Demetric Felton,demetric felton,NA,NA,27,NA,WAS,4,0.020807812070800367,301587301.5873016,6275371.894368365,6.275371894368366
5482,Demetric Felton,demetric felton,NA,NA,27,NA,WAS,5,0.027892770973063585,301587301.5873016,8412105.53155886,8.41210553155886
5483,Deon Cain,deon cain,00-0034406,CainDe00,29,8,BUF,1,0.0031666079504483707,301587301.5873016,955008.7469606198,0.9550087469606198
5483,Deon Cain,deon cain,00-0034406,CainDe00,29,8,BUF,2,0.0044379240310618955,301587301.5873016,1338421.5331773972,1.3384215331773972
5483,Deon Cain,deon cain,00-0034406,CainDe00,29,8,BUF,3,0.008649104322095015,301587301.5873016,2608460.033647703,2.608460033647703
5483,Deon Cain,deon cain,00-0034406,CainDe00,29,8,BUF,4,0.018514725166038522,301587301.5873016,5583806.0024560625,5.583806002456062
5483,Deon Cain,deon cain,00-0034406,CainDe00,29,8,BUF,5,0.025599684068301737,301587301.5873016,7720539.639646556,7.720539639646557
5484,Dez Fitzpatrick,dez fitzpatrick,00-0036627,FitzDe00,28,5,LAC,1,0.0037996856078054094,301587301.5873016,1145936.9293381395,1.1459369293381394
5484,Dez Fitzpatrick,dez fitzpatrick,00-0036627,FitzDe00,28,5,LAC,2,0.005071001688418935,301587301.5873016,1529349.715554917,1.529349715554917
5484,Dez Fitzpatrick,dez fitzpatrick,00-0036627,FitzDe00,28,5,LAC,3,0.009282181979452055,301587301.5873016,2799388.216025223,2.799388216025223
5484,Dez Fitzpatrick,dez fitzpatrick,00-0036627,FitzDe00,28,5,LAC,4,0.01914780282339556,301587301.5873016,5774734.184833582,5.774734184833582
5484,Dez Fitzpatrick,dez fitzpatrick,00-0036627,FitzDe00,28,5,LAC,5,0.026232761725658776,301587301.5873016,7911467.822024076,7.911467822024076
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,29,7,CLE,1,0.007731091414268445,301587301.5873016,2331598.9979539756,2.3315989979539755
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,29,7,CLE,2,0.00900240749488197,301587301.5873016,2715011.784170753,2.715011784170753
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,29,7,CLE,3,0.013213587785915087,301587301.5873016,3985050.284641058,3.985050284641058
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,29,7,CLE,4,0.023079208629858593,301587301.5873016,6960396.253449418,6.960396253449417
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,29,7,CLE,5,0.03016416753212181,301587301.5873016,9097129.890639912,9.097129890639913
5486,DJ Chark,dj chark,00-0034777,CharDJ00,29,8,ATL,1,0.0035916767963116284,301587301.5873016,1083204.1131733484,1.0832041131733483
5486,DJ Chark,dj chark,00-0034777,CharDJ00,29,8,ATL,2,0.0048629928769251575,301587301.5873016,1466616.899390127,1.466616899390127
5486,DJ Chark,dj chark,00-0034777,CharDJ00,29,8,ATL,3,0.009074173167958275,301587301.5873016,2736655.3998604324,2.736655399860432
5486,DJ Chark,dj chark,00-0034777,CharDJ00,29,8,ATL,4,0.018939794011901784,301587301.5873016,5712001.368668793,5.712001368668793
5486,DJ Chark,dj chark,00-0034777,CharDJ00,29,8,ATL,5,0.026024752914165002,301587301.5873016,7848735.005859287,7.848735005859288
5487,DJ Montgomery,dj montgomery,NA,NA,29,NA,IND,1,0.004816113427939899,301587301.5873016,1452478.6528707633,1.4524786528707634
5487,DJ Montgomery,dj montgomery,NA,NA,29,NA,IND,2,0.006087429508553423,301587301.5873016,1835891.4390875404,1.8358914390875403
5487,DJ Montgomery,dj montgomery,NA,NA,29,NA,IND,3,0.010298609799586543,301587301.5873016,3105929.9395578466,3.105929939557847
5487,DJ Montgomery,dj montgomery,NA,NA,29,NA,IND,4,0.020164230643530054,301587301.5873016,6081275.908366207,6.081275908366207
5487,DJ Montgomery,dj montgomery,NA,NA,29,NA,IND,5,0.027249189545793272,301587301.5873016,8218009.545556702,8.218009545556702
5488,Donovan Peoples-Jones,donovan peoples jones,00-0036233,PeopDo00,27,6,NO,1,0.0014969577309046896,301587301.5873016,451463.4426537953,0.4514634426537953
5488,Donovan Peoples-Jones,donovan peoples jones,00-0036233,PeopDo00,27,6,NO,2,0.002768273811518213,301587301.5873016,834876.2288705722,0.8348762288705722
5488,Donovan Peoples-Jones,donovan peoples jones,00-0036233,PeopDo00,27,6,NO,3,0.006979454102551336,301587301.5873016,2104914.7293408792,2.104914729340879
5488,Donovan Peoples-Jones,donovan peoples jones,00-0036233,PeopDo00,27,6,NO,4,0.016845074946494842,301587301.5873016,5080260.698149239,5.080260698149239
5488,Donovan Peoples-Jones,donovan peoples jones,00-0036233,PeopDo00,27,6,NO,5,0.023930033848758057,301587301.5873016,7216994.335339732,7.216994335339732
5489,Dontavian Jackson,dontavian jackson,NA,NA,28,NA,MIN,1,0.004445048791469968,301587301.5873016,1340570.2704433238,1.3405702704433238
5489,Dontavian Jackson,dontavian jackson,NA,NA,28,NA,MIN,2,0.005716364872083492,301587301.5873016,1723983.0566601008,1.7239830566601009
5489,Dontavian Jackson,dontavian jackson,NA,NA,28,NA,MIN,3,0.009927545163116612,301587301.5873016,2994021.557130407,2.994021557130407
5489,Dontavian Jackson,dontavian jackson,NA,NA,28,NA,MIN,4,0.019793166007060117,301587301.5873016,5969367.525938766,5.969367525938766
5489,Dontavian Jackson,dontavian jackson,NA,NA,28,NA,MIN,5,0.026878124909323335,301587301.5873016,8106101.163129261,8.10610116312926
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,1,0.004042097038533172,301587301.5873016,1219045.1386052424,1.2190451386052423
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,2,0.005313413119146695,301587301.5873016,1602457.9248220192,1.6024579248220192
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,3,0.009524593410179815,301587301.5873016,2872496.425292325,2.8724964252923253
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,4,0.019390214254123322,301587301.5873016,5847842.394100685,5.8478423941006845
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,5,0.02647517315638654,301587301.5873016,7984576.031291179,7.984576031291179
5491,Easop Winston,easop winston,00-0036080,WinsEa00,29,5,NYJ,1,0.0018351598448323955,301587301.5873016,553460.9055843733,0.5534609055843733
5491,Easop Winston,easop winston,00-0036080,WinsEa00,29,5,NYJ,2,0.0031064759254459235,301587301.5873016,936873.6918011516,0.9368736918011517
5491,Easop Winston,easop winston,00-0036080,WinsEa00,29,5,NYJ,3,0.007317656216479039,301587301.5873016,2206912.1922714566,2.2069121922714565
5491,Easop Winston,easop winston,00-0036080,WinsEa00,29,5,NYJ,4,0.01718327706042255,301587301.5873016,5182258.1610798165,5.182258161079816
5491,Easop Winston,easop winston,00-0036080,WinsEa00,29,5,NYJ,5,0.024268235962685767,301587301.5873016,7318991.798270311,7.318991798270311
5492,Ed Lee,ed lee,NA,NA,27,NA,NE,1,0.005670858622212981,301587301.5873016,1710258.949556296,1.710258949556296
5492,Ed Lee,ed lee,NA,NA,27,NA,NE,2,0.00694217470282651,301587301.5873016,2093671.7357730747,2.0936717357730745
5492,Ed Lee,ed lee,NA,NA,27,NA,NE,3,0.011153354993859626,301587301.5873016,3363710.2362433793,3.3637102362433793
5492,Ed Lee,ed lee,NA,NA,27,NA,NE,4,0.02101897583780313,301587301.5873016,6339056.205051739,6.3390562050517385
5492,Ed Lee,ed lee,NA,NA,27,NA,NE,5,0.02810393474006635,301587301.5873016,8475789.842242233,8.475789842242234
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,25,5,BUF,1,0.007453573945883566,301587301.5873016,2247903.253520441,2.2479032535204406
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,25,5,BUF,2,0.00872489002649709,301587301.5873016,2631316.039737218,2.631316039737218
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,25,5,BUF,3,0.01293607031753021,301587301.5873016,3901354.540207524,3.901354540207524
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,25,5,BUF,4,0.022801691161473705,301587301.5873016,6876700.50901588,6.87670050901588
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,25,5,BUF,5,0.02988665006373695,301587301.5873016,9013434.146206383,9.013434146206382
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,1,0.0010324320306007734,301587301.5873016,311368.3901811857,0.3113683901811857
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,2,0.002303748111214298,301587301.5873016,694781.176397963,0.694781176397963
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,3,0.0065149284022474165,301587301.5873016,1964819.6768682685,1.9648196768682684
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,4,0.016380549246190913,301587301.5873016,4940165.645676625,4.9401656456766245
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,5,0.023465508148454137,301587301.5873016,7076899.2828671215,7.076899282867122
5495,Erik Ezukanma,erik ezukanma,00-0038092,EzukEr00,26,4,MIA,1,0.006281493025937944,301587301.5873016,1894418.5316320783,1.8944185316320783
5495,Erik Ezukanma,erik ezukanma,00-0038092,EzukEr00,26,4,MIA,2,0.007552809106551468,301587301.5873016,2277831.3178488556,2.2778313178488556
5495,Erik Ezukanma,erik ezukanma,00-0038092,EzukEr00,26,4,MIA,3,0.011763989397584586,301587301.5873016,3547869.818319161,3.547869818319161
5495,Erik Ezukanma,erik ezukanma,00-0038092,EzukEr00,26,4,MIA,4,0.021629610241528093,301587301.5873016,6523215.787127521,6.523215787127521
5495,Erik Ezukanma,erik ezukanma,00-0038092,EzukEr00,26,4,MIA,5,0.02871456914379131,301587301.5873016,8659949.424318016,8.659949424318016
5496,Gabriel Davis,gabriel davis,NA,NA,27,NA,BUF,1,0.015301886290861858,301587301.5873016,4614854.595656751,4.614854595656751
5496,Gabriel Davis,gabriel davis,NA,NA,27,NA,BUF,2,0.016573202371475384,301587301.5873016,4998267.3818735285,4.998267381873529
5496,Gabriel Davis,gabriel davis,NA,NA,27,NA,BUF,3,0.020784382662508497,301587301.5873016,6268305.882343832,6.2683058823438325
5496,Gabriel Davis,gabriel davis,NA,NA,27,NA,BUF,4,0.030650003506452,301587301.5873016,9243651.851152191,9.24365185115219
5496,Gabriel Davis,gabriel davis,NA,NA,27,NA,BUF,5,0.037734962408715225,301587301.5873016,11380385.488342687,11.380385488342688
5497,Garett Maag,garett maag,00-0039043,NA,26,3,MIN,1,0.00375377238167122,301587301.5873016,1132090.0833611616,1.1320900833611616
5497,Garett Maag,garett maag,00-0039043,NA,26,3,MIN,2,0.005025088462284743,301587301.5873016,1515502.8695779385,1.5155028695779384
5497,Garett Maag,garett maag,00-0039043,NA,26,3,MIN,3,0.009236268753317862,301587301.5873016,2785541.3700482445,2.7855413700482443
5497,Garett Maag,garett maag,00-0039043,NA,26,3,MIN,4,0.01910188959726137,301587301.5873016,5760887.338856604,5.7608873388566035
5497,Garett Maag,garett maag,00-0039043,NA,26,3,MIN,5,0.026186848499524587,301587301.5873016,7897620.976047099,7.897620976047099
5498,Gavin Holmes,gavin holmes,00-0038962,NA,27,3,TEN,1,0.0052777546160622775,301587301.5873016,1591703.7730981472,1.5917037730981471
5498,Gavin Holmes,gavin holmes,00-0038962,NA,27,3,TEN,2,0.006549070696675809,301587301.5873016,1975116.5593149266,1.9751165593149267
5498,Gavin Holmes,gavin holmes,00-0038962,NA,27,3,TEN,3,0.010760250987708922,301587301.5873016,3245155.059785231,3.245155059785231
5498,Gavin Holmes,gavin holmes,00-0038962,NA,27,3,TEN,4,0.020625871831652424,301587301.5873016,6220501.028593589,6.2205010285935884
5498,Gavin Holmes,gavin holmes,00-0038962,NA,27,3,TEN,5,0.027710830733915642,301587301.5873016,8357234.665784083,8.357234665784084
5499,Grant DuBose,grant dubose,00-0038507,DuboGr00,24,3,BUF,1,0.003081906840763468,301587301.5873016,929463.9678493,0.9294639678493
5499,Grant DuBose,grant dubose,00-0038507,DuboGr00,24,3,BUF,2,0.0043532229213769915,301587301.5873016,1312876.7540660768,1.3128767540660768
5499,Grant DuBose,grant dubose,00-0038507,DuboGr00,24,3,BUF,3,0.008564403212410109,301587301.5873016,2582915.254536382,2.582915254536382
5499,Grant DuBose,grant dubose,00-0038507,DuboGr00,24,3,BUF,4,0.018430024056353626,301587301.5873016,5558261.223344745,5.558261223344745
5499,Grant DuBose,grant dubose,00-0038507,DuboGr00,24,3,BUF,5,0.025514982958616837,301587301.5873016,7694994.860535237,7.694994860535237
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,1,0.006457748601396375,301587301.5873016,1947574.9750243037,1.9475749750243037
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,2,0.0077290646820099,301587301.5873016,2330987.761241081,2.330987761241081
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,3,0.01194024497304302,301587301.5873016,3601026.2617113874,3.6010262617113873
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,4,0.021805865816986524,301587301.5873016,6576372.2305197455,6.576372230519746
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,5,0.028890824719249742,301587301.5873016,8713105.86771024,8.71310586771024
5501,Jacob Harris,jacob harris,00-0036918,HarrJa03,28,5,TB,1,0.003620387193046004,301587301.5873016,1091862.8042519696,1.0918628042519696
5501,Jacob Harris,jacob harris,00-0036918,HarrJa03,28,5,TB,2,0.004891703273659528,301587301.5873016,1475275.5904687466,1.4752755904687467
5501,Jacob Harris,jacob harris,00-0036918,HarrJa03,28,5,TB,3,0.009102883564692648,301587301.5873016,2745314.090939053,2.7453140909390528
5501,Jacob Harris,jacob harris,00-0036918,HarrJa03,28,5,TB,4,0.018968504408636153,301587301.5873016,5720660.059747412,5.720660059747412
5501,Jacob Harris,jacob harris,00-0036918,HarrJa03,28,5,TB,5,0.02605346331089937,301587301.5873016,7857393.696937907,7.857393696937907
5502,Jadakis Bonds,jadakis bonds,00-0039022,NA,26,3,GB,1,0.004671509920175443,301587301.5873016,1408868.0711640224,1.4088680711640225
5502,Jadakis Bonds,jadakis bonds,00-0039022,NA,26,3,GB,2,0.005942826000788965,301587301.5873016,1792280.8573807993,1.7922808573807993
5502,Jadakis Bonds,jadakis bonds,00-0039022,NA,26,3,GB,3,0.010154006291822086,301587301.5873016,3062319.3578511053,3.062319357851105
5502,Jadakis Bonds,jadakis bonds,00-0039022,NA,26,3,GB,4,0.02001962713576559,301587301.5873016,6037665.326659464,6.037665326659464
5502,Jadakis Bonds,jadakis bonds,00-0039022,NA,26,3,GB,5,0.02710458603802881,301587301.5873016,8174398.963849959,8.174398963849958
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,1,0.0051921429070240065,301587301.5873016,1565884.3687850179,1.565884368785018
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,2,0.006463458987637537,301587301.5873016,1949297.155001797,1.949297155001797
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,3,0.01067463927867065,301587301.5873016,3219335.655472101,3.219335655472101
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,4,0.020540260122614156,301587301.5873016,6194681.62428046,6.19468162428046
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,5,0.027625219024877374,301587301.5873016,8331415.261470955,8.331415261470955
5504,Jadon Janke,jadon janke,00-0039604,NA,26,2,GB,1,0.0026280302308953887,301587301.5873016,792580.5458255935,0.7925805458255936
5504,Jadon Janke,jadon janke,00-0039604,NA,26,2,GB,2,0.0038993463115089178,301587301.5873016,1175993.332042372,1.175993332042372
5504,Jadon Janke,jadon janke,00-0039604,NA,26,2,GB,3,0.008110526602542035,301587301.5873016,2446031.8325126776,2.4460318325126775
5504,Jadon Janke,jadon janke,00-0039604,NA,26,2,GB,4,0.017976147446485544,301587301.5873016,5421377.801321038,5.421377801321038
5504,Jadon Janke,jadon janke,00-0039604,NA,26,2,GB,5,0.025061106348748762,301587301.5873016,7558111.438511532,7.558111438511532
5505,Jaelen Gill,jaelen gill,00-0039659,GillJa01,26,2,CLE,1,0.0029674681371086604,301587301.5873016,894950.7080168977,0.8949507080168977
5505,Jaelen Gill,jaelen gill,00-0039659,GillJa01,26,2,CLE,2,0.004238784217722184,301587301.5873016,1278363.4942336746,1.2783634942336746
5505,Jaelen Gill,jaelen gill,00-0039659,GillJa01,26,2,CLE,3,0.008449964508755303,301587301.5873016,2548401.99470398,2.54840199470398
5505,Jaelen Gill,jaelen gill,00-0039659,GillJa01,26,2,CLE,4,0.018315585352698813,301587301.5873016,5523747.963512341,5.52374796351234
5505,Jaelen Gill,jaelen gill,00-0039659,GillJa01,26,2,CLE,5,0.02540054425496203,301587301.5873016,7660481.600702835,7.660481600702835
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,24,3,DAL,1,0.007994778980077215,301587301.5873016,2411123.819388367,2.411123819388367
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,24,3,DAL,2,0.009266095060690737,301587301.5873016,2794536.605605143,2.7945366056051433
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,24,3,DAL,3,0.01347727535172386,301587301.5873016,4064575.1060754503,4.06457510607545
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,24,3,DAL,4,0.02334289619566736,301587301.5873016,7039921.074883807,7.039921074883807
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,24,3,DAL,5,0.030427855097930577,301587301.5873016,9176654.712074302,9.176654712074303
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,1,0.014023750051986228,301587301.5873016,4229384.936313307,4.2293849363133065
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,2,0.015295066132599752,301587301.5873016,4612797.722530085,4.612797722530084
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,3,0.01950624642363286,301587301.5873016,5882836.223000387,5.882836223000386
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,4,0.029371867267576367,301587301.5873016,8858182.191808747,8.858182191808748
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,5,0.0364568261698396,301587301.5873016,10994915.828999246,10.994915828999245
5508,Jalen Reagor,jalen reagor,00-0036387,ReagJa00,27,6,LAC,1,0.002705231663398695,301587301.5873016,815863.5175329399,0.81586351753294
5508,Jalen Reagor,jalen reagor,00-0036387,ReagJa00,27,6,LAC,2,0.0039765477440122194,301587301.5873016,1199276.303749717,1.1992763037497172
5508,Jalen Reagor,jalen reagor,00-0036387,ReagJa00,27,6,LAC,3,0.008187728035045345,301587301.5873016,2469314.804220025,2.469314804220025
5508,Jalen Reagor,jalen reagor,00-0036387,ReagJa00,27,6,LAC,4,0.018053348878988847,301587301.5873016,5444660.773028383,5.444660773028383
5508,Jalen Reagor,jalen reagor,00-0036387,ReagJa00,27,6,LAC,5,0.02513830778125206,301587301.5873016,7581394.410218877,7.581394410218877
5509,Jalen Sample,jalen sample,NA,NA,27,NA,WAS,1,0.0066365466377424675,301587301.5873016,2001498.19233503,2.00149819233503
5509,Jalen Sample,jalen sample,NA,NA,27,NA,WAS,2,0.00790786271835599,301587301.5873016,2384910.9785518064,2.3849109785518063
5509,Jalen Sample,jalen sample,NA,NA,27,NA,WAS,3,0.012119043009389107,301587301.5873016,3654949.4790221117,3.6549494790221115
5509,Jalen Sample,jalen sample,NA,NA,27,NA,WAS,4,0.021984663853332614,301587301.5873016,6630295.447830471,6.630295447830472
5509,Jalen Sample,jalen sample,NA,NA,27,NA,WAS,5,0.029069622755595832,301587301.5873016,8767029.085020967,8.767029085020967
5510,Jamal Agnew,jamal agnew,00-0033572,AgneJa00,30,9,ATL,1,0.0013945743983277013,301587301.5873016,420585.9296543861,0.4205859296543861
5510,Jamal Agnew,jamal agnew,00-0033572,AgneJa00,30,9,ATL,2,0.0026658904789412276,301587301.5873016,803998.715871164,0.803998715871164
5510,Jamal Agnew,jamal agnew,00-0033572,AgneJa00,30,9,ATL,3,0.006877070769974344,301587301.5873016,2074037.216341469,2.074037216341469
5510,Jamal Agnew,jamal agnew,00-0033572,AgneJa00,30,9,ATL,4,0.01674269161391785,301587301.5873016,5049383.185149829,5.0493831851498285
5510,Jamal Agnew,jamal agnew,00-0033572,AgneJa00,30,9,ATL,5,0.02382765051618107,301587301.5873016,7186116.822340323,7.186116822340322
5511,James Proche,james proche,00-0036133,ProcJa00,29,6,TEN,1,-0.00364125864581999,301587301.5873016,-1098157.369374283,-1.098157369374283
5511,James Proche,james proche,00-0036133,ProcJa00,29,6,TEN,2,-0.0023699425652064666,301587301.5873016,-714744.5831575058,-0.7147445831575059
5511,James Proche,james proche,00-0036133,ProcJa00,29,6,TEN,3,0.001841237725826649,301587301.5873016,555293.9173127989,0.5552939173127989
5511,James Proche,james proche,00-0036133,ProcJa00,29,6,TEN,4,0.011706858569770162,301587301.5873016,3530639.8861211604,3.5306398861211603
5511,James Proche,james proche,00-0036133,ProcJa00,29,6,TEN,5,0.018791817472033373,301587301.5873016,5667373.523311652,5.667373523311652
5512,Jauan Jennings,jauan jennings,00-0036259,JennJa00,28,6,SF,1,0.044345293519057104,301587301.5873016,13373977.410509286,13.373977410509287
5512,Jauan Jennings,jauan jennings,00-0036259,JennJa00,28,6,SF,2,0.04561660959967063,301587301.5873016,13757390.196726063,13.757390196726064
5512,Jauan Jennings,jauan jennings,00-0036259,JennJa00,28,6,SF,3,0.049827789890703744,301587301.5873016,15027428.697196368,15.027428697196369
5512,Jauan Jennings,jauan jennings,00-0036259,JennJa00,28,6,SF,4,0.05969341073464725,301587301.5873016,18002774.66600473,18.00277466600473
5512,Jauan Jennings,jauan jennings,00-0036259,JennJa00,28,6,SF,5,0.06677836963691053,301587301.5873016,20139508.30319524,20.139508303195242
5513,Jerome Kapp,jerome kapp,00-0039033,NA,NA,3,NYJ,1,0.004596899650550684,301587301.5873016,1386366.5612771907,1.3863665612771907
5513,Jerome Kapp,jerome kapp,00-0039033,NA,NA,3,NYJ,2,0.005868215731164208,301587301.5873016,1769779.3474939675,1.7697793474939676
5513,Jerome Kapp,jerome kapp,00-0039033,NA,NA,3,NYJ,3,0.010079396022197328,301587301.5873016,3039817.8479642738,3.0398178479642737
5513,Jerome Kapp,jerome kapp,00-0039033,NA,NA,3,NYJ,4,0.019945016866140836,301587301.5873016,6015163.816772633,6.015163816772633
5513,Jerome Kapp,jerome kapp,00-0039033,NA,NA,3,NYJ,5,0.027029975768404053,301587301.5873016,8151897.453963128,8.151897453963128
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,1,0.002702713836994844,301587301.5873016,815104.1730619371,0.815104173061937
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,2,0.003974029917608371,301587301.5873016,1198516.959278715,1.198516959278715
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,3,0.008185210208641488,301587301.5873016,2468555.45974902,2.46855545974902
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,4,0.018050831052585,301587301.5873016,5443901.428557381,5.443901428557381
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,5,0.025135789954848217,301587301.5873016,7580635.065747876,7.580635065747876
5515,John Hall,john hall,00-0038759,NA,28,3,SEA,1,0.004539347244813828,301587301.5873016,1369009.4865311547,1.3690094865311546
5515,John Hall,john hall,00-0038759,NA,28,3,SEA,2,0.0058106633254273515,301587301.5873016,1752422.2727479315,1.7524222727479315
5515,John Hall,john hall,00-0038759,NA,28,3,SEA,3,0.010021843616460472,301587301.5873016,3022460.773218238,3.0224607732182376
5515,John Hall,john hall,00-0038759,NA,28,3,SEA,4,0.01988746446040398,301587301.5873016,5997806.742026597,5.997806742026597
5515,John Hall,john hall,00-0038759,NA,28,3,SEA,5,0.026972423362667197,301587301.5873016,8134540.379217092,8.134540379217093
5516,Johnny Johnson,johnny johnson,NA,NA,26,NA,HOU,1,0.005324979518235994,301587301.5873016,1605946.2039124428,1.6059462039124428
5516,Johnny Johnson,johnny johnson,NA,NA,26,NA,HOU,2,0.006596295598849525,301587301.5873016,1989358.990129222,1.989358990129222
5516,Johnny Johnson,johnny johnson,NA,NA,26,NA,HOU,3,0.010807475889882638,301587301.5873016,3259397.490599526,3.259397490599526
5516,Johnny Johnson,johnny johnson,NA,NA,26,NA,HOU,4,0.020673096733826148,301587301.5873016,6234743.4594078865,6.234743459407887
5516,Johnny Johnson,johnny johnson,NA,NA,26,NA,HOU,5,0.027758055636089365,301587301.5873016,8371477.096598381,8.371477096598381
5517,Johnny King,johnny king,00-0038434,NA,26,3,IND,1,0.005205416791446532,301587301.5873016,1569887.603769589,1.569887603769589
5517,Johnny King,johnny king,00-0038434,NA,26,3,IND,2,0.006476732872060061,301587301.5873016,1953300.389986368,1.953300389986368
5517,Johnny King,johnny king,00-0038434,NA,26,3,IND,3,0.010687913163093175,301587301.5873016,3223338.890456672,3.223338890456672
5517,Johnny King,johnny king,00-0038434,NA,26,3,IND,4,0.020553534007036686,301587301.5873016,6198684.859265032,6.1986848592650325
5517,Johnny King,johnny king,00-0038434,NA,26,3,IND,5,0.027638492909299903,301587301.5873016,8335418.496455527,8.335418496455526
5518,Jordan Byrd,jordan byrd,NA,NA,26,NA,PIT,1,0.005617074594727326,301587301.5873016,1694038.3698384,1.6940383698384
5518,Jordan Byrd,jordan byrd,NA,NA,26,NA,PIT,2,0.006888390675340855,301587301.5873016,2077451.1560551785,2.0774511560551785
5518,Jordan Byrd,jordan byrd,NA,NA,26,NA,PIT,3,0.01109957096637397,301587301.5873016,3347489.6565254834,3.3474896565254832
5518,Jordan Byrd,jordan byrd,NA,NA,26,NA,PIT,4,0.020965191810317477,301587301.5873016,6322835.625333843,6.322835625333843
5518,Jordan Byrd,jordan byrd,NA,NA,26,NA,PIT,5,0.028050150712580695,301587301.5873016,8459569.262524337,8.459569262524337
5519,Jordan Matthews,jordan matthews,00-0031299,NA,33,12,CAR,1,0.0075577996824274605,301587301.5873016,2279336.412160663,2.2793364121606627
5519,Jordan Matthews,jordan matthews,00-0031299,NA,33,12,CAR,2,0.008829115763040987,301587301.5873016,2662749.1983774407,2.6627491983774405
5519,Jordan Matthews,jordan matthews,00-0031299,NA,33,12,CAR,3,0.013040296054074108,301587301.5873016,3932787.698847747,3.932787698847747
5519,Jordan Matthews,jordan matthews,00-0031299,NA,33,12,CAR,4,0.02290591689801761,301587301.5873016,6908133.667656105,6.908133667656105
5519,Jordan Matthews,jordan matthews,00-0031299,NA,33,12,CAR,5,0.029990875800280828,301587301.5873016,9044867.3048466,9.0448673048466
